AS400,,,,BI,,,,,,,
1915.2,71307VEN,,,1915.2,71307VEN,,0.00,,,,
22056.48,71531OPR,,,22056.48,71531OPR,,0.00,,,,
832.32,71531VEN,,,832.32,71531VEN,,0.00,,,,
4680,71783GOR,,,4680,71783GOR,,0.00,,,,
17342,72048VEN,,,17342,72048VEN,,0.00,,,,
14976,72133BAK,,,14976,72133BAK,,0.00,,,,
740,77021VEN,,,740,77021VEN,,0.00,,,,
37977.2,77041CHP,,,37977.2,77041CHP,,0.00,,,,
3433.6,77041VEN,,,3433.6,77041VEN,,0.00,,,,
66180,77049CHP,,,66180,77049CHP,,0.00,,,,
430.56,77057VEN,,,430.56,77057VEN,,0.00,,,,
193560,77069CCF,,,193560,77069CCF,,0.00,,,,
84600,77069CHP,,,84600,77069CHP,,0.00,,,,
28429.44,77132OPR,,,28429.44,77132OPR,,0.00,,,,
3455.6,77191CHP,,,3455.6,77191CHP,,0.00,,,,
9483.76,77320VEN,,,9483.76,77320VEN,,0.00,,,,
25255.8,77600TCJ,,,25255.8,77600TCJ,,0.00,,,,
3571.2,77651DEN,,,3571.2,77651DEN,,0.00,,,,
546.24,77665VEN,,,546.24,77665VEN,,0.00,,,,
265.8,78883VEN,,,265.8,78883VEN,,0.00,,,,
1419,79502GNS,,,1419,79502GNS,,0.00,,,,
2583,79514WCP,,,2583,79514WCP,,0.00,,,,
3452.4,85505HVR,,,3452.4,85505HVR,,0.00,,,,
5696,85620HVR,,,5696,85620HVR,,0.00,,,,
330.96,85625HVR,,,330.96,85625HVR,,0.00,,,,
512.2,85629HVR,,,512.2,85629HVR,,0.00,,,,
39.4,85636HVR,,,39.4,85636HVR,,0.00,,,,
119.04,89067SLF,,,119.04,89067SLF,,0.00,,,,
968.07,89086SLF,,,61,89086SLF,,907.07,,,,
,,,,,,Diff in LBS,1070.81,,,,
,,,,49,19380-1,,-49.00,,,,
,,,,1,20444-1,,-1.00,,,,
,,,,1688000,25173-1,,-1688000.00,,,,
,,,,779000,29308-1,,-779000.00,,,,
,,,,826648,32714-1,,-826648.00,,DT,BI,Difference
,,,,,,,-3291556.38,,55881747.23,59174373.42,-3292626.19
